school_name,publish_date,last_update_date,address,website,google_map,roll_number,local_name_of_school,school_Level,school_Level_Detail,principal_name,ethos,gender,language_of_Instruction,DEIS_indicator,transition_year_indicator,enrolment_total,enrolment_boys,enrolment_girls,free_education_indicator,fee_charging_indicator,day_boarding,inspection_reports
SCOIL MHUIRE,2021-07-07,2024-01-22,"KNOCKOGNOE BROSNA CO. KERRY , KERRY , KERRY , V92E982",,"https://maps.google.com/?q=52.312634,-9.276549",18283O,SCOIL MHUIRE BROSNA,PRIMARY,ORDINARY,JOHN CAHILL,CATHOLIC,MIXED,ENGLISH,YES,NA,41,21,20,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"AN CRAOSLOCH LETTERKENNY CO DONEGAL , DONEGAL , DONEGAL , F92PN84",,"https://maps.google.com/?q=55.12451,-7.9120903",18371L,S N AN CRAOSLOCH,PRIMARY,ORDINARY,JOHN O' DOHERTY,CATHOLIC,MIXED,ENGLISH,YES,NA,160,88,72,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"GLASLOUGH CO. MONAGHAN , MONAGHAN , MONAGHAN , H18HC79",http://www.glasloughschool.com,"https://maps.google.com/?q=54.307755,-6.898899",18401R,GLASLOUGH NATIONAL SCHOOL,PRIMARY,ORDINARY,SHANE SMYTH,CATHOLIC,MIXED,ENGLISH,NO,NA,85,51,34,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CILL MHEANMAN MULLINAHONE THURLES CO TIPPERARY , TIPPERARY , TIPPERARY , E41NR76",,"https://maps.google.com/?q=52.486023,-7.503962",18459C,S N CILL MHEANMAN,PRIMARY,ORDINARY,CATHERINE NOONAN,CATHOLIC,MIXED,ENGLISH,NO,NA,23,7,16,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CASTLEDONOVAN DRIMOLEAGUE CO. CORK , CORK , CORK , P47E735",http://castledonovanns.scoilnet.ie/blog,"https://maps.google.com/?q=51.69063,-9.279922",18468D,CASTLEDONOVAN NATIONAL SCHOOL,PRIMARY,ORDINARY,LAURA COTTER,CATHOLIC,MIXED,ENGLISH,NO,NA,21,9,12,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"DRISTERNAN GLENEELY CO. DONEGAL , DONEGAL , DONEGAL , F93P212",http://www.theglen.ie,"https://maps.google.com/?q=55.24183,-7.151123",18517N,SCOIL MHUIRE GLENEELY,PRIMARY,ORDINARY,NICOLA HUMPHRIES,CATHOLIC,MIXED,ENGLISH,YES,NA,122,61,61,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"TAGHMON MULLINGAR CO. WESTMEATH , WESTMEATH , WESTMEATH , N91FP46",,"https://maps.google.com/?q=53.587284,-7.3037434",18533L,TAGHMON NATIONAL SCHOOL,PRIMARY,ORDINARY,TRACY MEADE,CATHOLIC,MIXED,ENGLISH,NO,NA,65,33,32,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"NEWCASTLE CLONMEL CO. TIPPEARY , TIPPERARY , TIPPERARY , E91DX23",http://www.scoilmhuirenewcastle.ie,"https://maps.google.com/?q=52.27159,-7.80824",18538V,SCOIL MHUIRE NEWCASTLE,PRIMARY,ORDINARY,CLAIRE MOLONEY,CATHOLIC,MIXED,ENGLISH,NO,NA,121,58,63,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CORR NA MÓNA CO. NA GAILLIMHE , GALWAY , GALWAY , F12WV77",,"https://maps.google.com/?q=53.51215,-9.456647",18581W,SCOIL MHUIRE CORR NA MÓNA,PRIMARY,ORDINARY,FIONA UI DHOMHNAILL,CATHOLIC,MIXED,ALL IRISH,NO,NA,52,24,28,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CONVENT ROAD CLONDALKIN DUBLIN 22 , DUBLIN , DUBLIN 22 , D22F851",http://smclon.com,"https://maps.google.com/?q=53.31791,-6.3943815",18602E,SCOIL MHUIRE CLONDALKIN,PRIMARY,ORDINARY,SIOBHÁN MCKIERNAN,CATHOLIC,MIXED,ENGLISH,NO,NA,319,77,242,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"ACHADH LIN AHALIN BALLINGARRY CO. LIMERICK , LIMERICK , LIMERICK , V94PC85",,"https://maps.google.com/?q=52.46492,-8.9387865",18612H,S N ACHADH LIN,PRIMARY,ORDINARY,BRID LISTON,CATHOLIC,MIXED,ENGLISH,NO,NA,105,50,55,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BELCRUIT KINCASSLAGH LETTERKENNY CO. DONEGAL , DONEGAL , DONEGAL , F94EK09",,"https://maps.google.com/?q=55.017666,-8.396793",18844F,SCOIL MHUIRE,PRIMARY,ORDINARY,MARIANNE COMACK,CATHOLIC,MIXED,ENGLISH,YES,NA,39,21,18,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BALLYMANY NEWBRIDGE CO. KILDARE , KILDARE , KILDARE , W12HD29",http://scoilmhuire.net,"https://maps.google.com/?q=53.173294,-6.816871",19452Q,SCOIL MHUIRE SENIOR SCHOOL,PRIMARY,ORDINARY,CLIONA GALVIN,CATHOLIC,MIXED,ENGLISH,YES,NA,404,223,181,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"GREEN LANE LEIXLIP CO. KILDARE , KILDARE , KILDARE , W23TX49",http://www.scoilmhuireleixlip.net,"https://maps.google.com/?q=53.36582,-6.500553",19459H,SCOIL MHUIRE LEIXLIP,PRIMARY,ORDINARY,AINE CROTTY,CATHOLIC,MIXED,ENGLISH,NO,NA,274,146,128,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"GLENMORE COURT BALLYBODEN DUBLIN 16 , DUBLIN , DUBLIN 16 , D16V043",,"https://maps.google.com/?q=53.27869,-6.289301",19490B,SCOIL MHUIRE BALLYBODEN,PRIMARY,ORDINARY,MAIRE MARNELL,CATHOLIC,MIXED,ENGLISH,YES,NA,228,122,106,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"RAMELTON CO. DONEGAL , DONEGAL , DONEGAL , F92XHW5",http://www.scoilmhuireramelton.net,"https://maps.google.com/?q=55.03359,-7.649592",19491D,SCOIL MHUIRE RAMELTON,PRIMARY,ORDINARY,LEALA MCCUSKER,CATHOLIC,MIXED,ENGLISH,YES,NA,197,96,101,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"MAIGH CUILINN CO. NA GAILLIMHE , GALWAY , GALWAY , H91HF10",http://www.moycullencentralschool.ie,"https://maps.google.com/?q=53.339676,-9.175879",19529C,MOYCULLEN CENTRAL NS,PRIMARY,ORDINARY,TERRY KAVANAGH,CATHOLIC,MIXED,IRISH AND ENGLISH,NO,NA,407,212,195,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BORNACOOLA CARRICK ON SHANNON CO LEITRIM , LEITRIM , LEITRIM , N41YH05",http://www.bornacoolans.ie,"https://maps.google.com/?q=53.860493,-7.878957",19554B,BORNACOOLA NS,PRIMARY,ORDINARY,AMY TIERNAN,CATHOLIC,MIXED,ENGLISH,NO,NA,125,65,60,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BALLINAMONA CAMPILE CO. WEXFORD , WEXFORD , WEXFORD , Y34PD77",http://www.scoilmhuirecampile.com,"https://maps.google.com/?q=52.310555,-6.9571915",19604N,SCOIL MHUIRE HORESWOOD,PRIMARY,ORDINARY,BRIAN FLOOD,CATHOLIC,MIXED,ENGLISH,YES,NA,264,158,106,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"MICHAEL J PRENDERGAST ROAD TALLOW CO. WATERFORD , WATERFORD , WATERFORD , P51W212",,"https://maps.google.com/?q=52.09119,-8.004033",19616U,SCOIL MHUIRE TALLOW,PRIMARY,ORDINARY,NEIL MOORE,CATHOLIC,MIXED,ENGLISH,YES,NA,149,90,59,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"LISMACKIN ROSCREA CO. TIPPERARY , TIPPERARY , TIPPERARY , E53Y589",http://lismackinns.ie,"https://maps.google.com/?q=52.89703,-7.8130636",19640R,SCOIL MHUIRE LISMACKIN,PRIMARY,ORDINARY,DECLAN SMITH,CATHOLIC,MIXED,ENGLISH,NO,NA,106,57,49,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BROADWAY CO. WEXFORD , WEXFORD , WEXFORD , Y35DE42",,"https://maps.google.com/?q=52.219414,-6.388583",19741A,OUR LADY'S ISLAND NATIONAL SCHOOL,PRIMARY,ORDINARY,EIMEAR DRUHAN,CATHOLIC,MIXED,ENGLISH,NO,NA,116,62,54,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BALLYROAN ROAD ABBEYLEIX CO. LAOIS , LAOIS , LAOIS , R32A566",http://www.scoilmhuireabbey.ie,"https://maps.google.com/?q=52.918663,-7.3427415",19750B,SCOIL MHUIRE ABBEYLEIX,PRIMARY,ORDINARY,MARGARET SLEVIN,CATHOLIC,MIXED,ENGLISH,NO,NA,274,137,137,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"TUDOR GROVE ASHBOURNE CO. MEATH , MEATH , MEATH , A84X762",http://smash.ie,"https://maps.google.com/?q=53.515995,-6.3987303",19768U,ST MARY'S NATIONAL SCHOOL,PRIMARY,ORDINARY,PAUL O'CONNOR,CATHOLIC,MIXED,ENGLISH,NO,NA,477,234,243,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"GLENTIES CO. DONEGAL , DONEGAL , DONEGAL , F94HT62",http://scoilmhuireglenties.com,"https://maps.google.com/?q=54.794792,-8.278932",19912B,SCOIL MHUIRE GLENTIES,PRIMARY,ORDINARY,CRÓNA RODGERS,CATHOLIC,MIXED,ENGLISH,YES,NA,124,59,65,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"PARNELL STREET KILKENNY , KILKENNY , KILKENNY , R95YT68",http://www.presprimarykk.ie,"https://maps.google.com/?q=52.651196,-7.255964",19925K,PRESENTATION PRIMARY SCHOOL,PRIMARY,ORDINARY,IRENE DEASY,CATHOLIC,MIXED,ENGLISH,NO,NA,441,115,326,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CLARINBRIDGE CO. GALWAY , GALWAY , GALWAY , H91D7P3",http://www.clarinbridgeschool.ie,"https://maps.google.com/?q=53.22592,-8.878418",19965W,CLARINBRIDGE NATIONAL SCHOOL,PRIMARY,ORDINARY,LORRAINE HENRY,CATHOLIC,MIXED,ENGLISH,NO,NA,271,143,128,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"RACECOURSE ROAD CLIFDEN CO. GALWAY , GALWAY , GALWAY , H71HY04",http://www.scoilmhuireclifden.ie,"https://maps.google.com/?q=53.49078,-10.018019",19973V,SCOIL MHUIRE CLIFDEN,PRIMARY,ORDINARY,DARA MCALEER,CATHOLIC,MIXED,ENGLISH,YES,NA,250,124,126,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"NENAGH ROAD BORRISOKANE CO. TIPPERARY , TIPPERARY , TIPPERARY , E45H928",,"https://maps.google.com/?q=52.992012,-8.128769",20062K,SCOIL MHUIRE BORRISOKANE,PRIMARY,ORDINARY,SARAH LEAHY,CATHOLIC,MIXED,ENGLISH,YES,NA,121,63,58,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"CARRICK-ON-SHANNON CO. LEITRIM , LEITRIM , LEITRIM , N41Y186",http://www.scoilmhuirecarrick.ie,"https://maps.google.com/?q=53.945843,-8.089307",20432R,SCOIL MHUIRE,PRIMARY,ORDINARY,CAROLINE HEALY,CATHOLIC,MIXED,ENGLISH,NO,NA,495,255,240,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"MOONCOIN CO. KILKENNY , KILKENNY , KILKENNY , X91YC58",http://www.scoilmhuiremooncoin.ie,"https://maps.google.com/?q=52.29086,-7.249757",20492M,SCOIL MHUIRE NS,PRIMARY,ORDINARY,KATHY EGAN,CATHOLIC,MIXED,ENGLISH,YES,NA,279,153,126,NA,NO,NA,
SCOIL MHUIRE,2021-07-07,2023-02-17,"ENNISTYMON CO CLARE , CLARE , CLARE , V95AK18",http://www.scoil-mhuire.ie,"https://maps.google.com/?q=52.938854,-9.298656",61950W,SCOIL MHUIRE,POST PRIMARY,SECONDARY,MRS. JOSEPHINE DONNELLAN,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,210,0,210,YES,NO,NA,Reports
SCOIL MHUIRE,2021-07-07,2024-01-22,"GREENFIELD ROAD KANTURK CO. CORK , CORK , CORK , P51XK81",http://www.scoilmhuirekanturk.ie/,"https://maps.google.com/?q=52.178226,-8.911623",62290L,SCOIL MHUIRE,POST PRIMARY,SECONDARY,MR. DENIS KEATING,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,303,131,172,YES,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"1-3 SIDNEY PLACE WELLINGTON ROAD CORK , CORK , CORK , T23PF76",http://scoilmhuirecork.ie,"https://maps.google.com/?q=51.902218,-8.468075",62690E,SCOIL MHUIRE,POST PRIMARY,SECONDARY,MRS. REGINA BUTLER,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,438,0,438,NO,YES,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"PATRICK STREET TRIM CO MEATH , MEATH , MEATH , C15FF67",http://www.scoilmhuiretrim.ie,"https://maps.google.com/?q=53.552498,-6.789659",64450R,SCOIL MHUIRE TRIM,POST PRIMARY,SECONDARY,MS. JACQUELINE MAHER,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,835,0,835,YES,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"STROKESTOWN CO ROSCOMMON , ROSCOMMON , ROSCOMMON , F42HW56",http://www.scoilmhuirestrokestown.ie/,"https://maps.google.com/?q=53.7777,-8.11244",65100S,SCOIL MHUIRE SEC SCHOOL,POST PRIMARY,SECONDARY,MR. EAMON CORRIGAN,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,641,319,322,YES,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"GREENHILL CARRICK-ON-SUIR CO TIPPERARY , TIPPERARY , TIPPERARY , E32WN66",http://www.scoilmhuirecos.ie,"https://maps.google.com/?q=52.350464,-7.4014215",65280A,SCOIL MHUIRE,POST PRIMARY,SECONDARY,MISS MARY B O'KEEFFE,CATHOLIC,GIRLS,NO SUBJECTS TAUGHT THROUGH IRISH,YES,YES,445,0,445,YES,NO,NA,
SCOIL MHUIRE,2021-07-07,2024-01-22,"BÉAL ATHA'N GHAORTHAIDH CO CHORCAÍ , CORK , CORK , P12YP62",http://scoilmhuirebg.ie,"https://maps.google.com/?q=51.84893,-9.234749",70931T,SCOIL MHUIRE,POST PRIMARY,VOCATIONAL,MR SEAN ÓG Ó DUINNÍN,MULTI DENOMINATIONAL,MIXED,ALL PUPILS TAUGHT ALL SUBJECTS THROUGH IRISH,NO,YES,86,43,43,YES,NO,NA,
SCOIL MHUIRE,2024-03-06,2024-03-06,"AN TUAIRIN BEAL AN DAINGIN CO. GALWAY , GALWAY , GALWAY , H91AV61",,"https://maps.google.com/?q=53.304977,-9.594677",20564L,SCOIL MHUIRE,PRIMARY,ORDINARY,SÍOFRA NÍ FHLAITHEARTA,CATHOLIC,MIXED,ALL IRISH,YES,NA,84,35,49,NA,NO,NA,
"SCOIL MHUIRE,",2021-07-07,2024-01-22,"NEWTOWN BALLINASLOE CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , H53V270",,"https://maps.google.com/?q=53.358643,-8.213274",15531P,NEWTOWN NATIONAL SCHOOL,PRIMARY,ORDINARY,MARY PARKER,CATHOLIC,MIXED,ENGLISH,NO,NA,88,45,43,NA,NO,NA,
SCOIL MHUIRE AGUS CHORMAIC,2021-07-07,2024-01-22,"KILCORMAC CO. OFFALY , OFFALY , OFFALY , R42RC92",,"https://maps.google.com/?q=53.1764,-7.730012",20387P,SCOIL MHUIRE AGUS CHORMAIC,PRIMARY,ORDINARY,AILISH CLEARY,CATHOLIC,MIXED,IRISH AND ENGLISH,YES,NA,110,62,48,NA,NO,NA,
SCOIL MHUIRE AGUS EOIN,2021-07-07,2024-01-22,"BOHERBOY ROAD LOTABEG MAYFIELD , CORK , CORK , T23CA33",http://scoilmhuireaguseoin.ie,"https://maps.google.com/?q=51.91298,-8.424204",20497W,SCOIL MHUIRE AGUS EOIN,PRIMARY,ORDINARY,MARIA MCDONAGH,CATHOLIC,MIXED,ENGLISH,YES,NA,268,123,145,NA,NO,NA,
SCOIL MHUIRE AGUS IOSAF,2021-07-07,2024-01-22,"COLLOONEY CO. SLIGO , SLIGO , SLIGO , F91A076",http://www.smaicollooney.school,"https://maps.google.com/?q=54.185623,-8.488269",20122C,COLLOONEY NATIONAL SCHOOL,PRIMARY,ORDINARY,PAUL COLREAVY,CATHOLIC,MIXED,ENGLISH,YES,NA,246,126,120,NA,NO,NA,
SCOIL MHUIRE AGUS N.TREASA,2021-07-07,2024-01-22,"CURROW KILLARNEY CO. KERRY , KERRY , KERRY , V93E981",http://www.currowns.ie,"https://maps.google.com/?q=52.185837,-9.494998",20147S,CURROW NS,PRIMARY,ORDINARY,MARGARET HANAFIN,CATHOLIC,MIXED,ENGLISH,NO,NA,153,82,71,NA,NO,NA,
SCOIL MHUIRE ALLENWOOD NATIONAL SCHOOL,2021-07-07,2024-01-22,"ALLENWOOD ROBERTSTOWN NAAS CO KILDARE , KILDARE , KILDARE , W91FX21",http://www.scoilmhuireallenwood.ie,"https://maps.google.com/?q=53.284954,-6.863627",20505S,SCOIL MHUIRE ALLENWOOD NS,PRIMARY,ORDINARY,CIARÁN O'TOOLE,CATHOLIC,MIXED,ENGLISH,NO,NA,270,150,120,NA,NO,NA,
SCOIL MHUIRE AR CHNOC HAOINE,2021-07-07,2024-03-05,"KNOCKNAHEENY CORK , CORK , CORK , T23AH26",http://www.stmarysonthehill.ie,"https://maps.google.com/?q=51.905193,-8.50672",19714U,ST MARY'S ON THE HILL,PRIMARY,ORDINARY,MAURA FENNESSY,CATHOLIC,MIXED,ENGLISH,YES,NA,232,115,117,NA,NO,NA,
SCOIL MHUIRE B,2021-07-07,2024-01-22,"KILLORGLIN CO. KERRY , KERRY , KERRY , V93HK80",http://www.scoilmhuirekillorglin.ie,"https://maps.google.com/?q=52.108322,-9.787829",12832O,SCOIL MHUIRE,PRIMARY,ORDINARY,MUIREANN SEOIGHE,CATHOLIC,MIXED,ENGLISH,NO,NA,384,199,185,NA,NO,NA,
SCOIL MHUIRE B & C,2021-07-07,2024-01-22,"MILLBRAE STRANORLAR CO. DONEGAL , DONEGAL , DONEGAL , F93AH7K",http://www.stmarysstranorlar.com,"https://maps.google.com/?q=54.802525,-7.775864",19927O,ST MARY'S STRANORLAR,PRIMARY,ORDINARY,EOGHAN ROARTY,CATHOLIC,MIXED,ENGLISH,YES,NA,497,260,237,NA,NO,NA,
SCOIL MHUIRE B&C,2021-07-07,2024-01-22,"CORDAL CASTLEISLAND CO. KERRY , KERRY , KERRY , V92X015",http://www.kilmurryns.ie,"https://maps.google.com/?q=52.228878,-9.385028",10394G,KILMURRY NS,PRIMARY,ORDINARY,THÉRÈSE KEARNEY,CATHOLIC,MIXED,ENGLISH,NO,NA,104,44,60,NA,NO,NA,
SCOIL MHUIRE B&C,2021-07-07,2024-01-22,"NA DOIRÍ BEAGA LEITIR CEANAINN CO. DHÚN NA NGALL , DONEGAL , DONEGAL , F92NN82",,"https://maps.google.com/?q=55.07641,-8.284936",14502D,SCOIL MHUIRE,PRIMARY,ORDINARY,JOHN MCGEEVER,CATHOLIC,MIXED,ALL IRISH,YES,NA,106,49,57,NA,NO,NA,
SCOIL MHUIRE BNS,2021-07-07,2024-01-22,"CASTLEBLAYNEY CO. MONAGHAN , MONAGHAN , MONAGHAN , A75PC94",http://blayneybns.com,"https://maps.google.com/?q=54.115326,-6.734144",17686I,BOYS NATIONAL SCHOOL,PRIMARY,ORDINARY,JIMMY LACEY,CATHOLIC,BOYS,ENGLISH,YES,NA,174,174,0,NA,NO,NA,
SCOIL MHUIRE BOYS,2021-07-07,2024-01-22,"GRANGE ROAD RATHFARNHAM DUBLIN 14 , DUBLIN , DUBLIN 14 , D14P046",http://www.marysbns.ie,"https://maps.google.com/?q=53.294815,-6.2838817",19446V,ST MARY'S BOYS NATIONAL SCHOOL,PRIMARY,ORDINARY,EDWARD O'RIORDAN,CATHOLIC,BOYS,ENGLISH,NO,NA,419,419,0,NA,NO,NA,
SCOIL MHUIRE COMMUNITY SCHOOL,2021-07-07,2024-01-22,"CLANE NAAS CO KILDARE , KILDARE , KILDARE , W91PD79",http://www.scoilmhuireclane.ie,"https://maps.google.com/?q=53.292362,-6.6977015",91372D,SCOIL MHUIRE COMMUNITY SCHOOL,POST PRIMARY,COMMUNITY,MR. KEVIN MARTIN,INTER DENOMINATIONAL,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,1162,589,573,YES,NO,NA,
SCOIL MHUIRE COOLCOTTS,2021-07-07,2024-01-22,"COOLCOTTS WEXFORD , WEXFORD , WEXFORD , Y35TR29",http://www.coolcotts.com,"https://maps.google.com/?q=52.336246,-6.484095",19739N,"SCOIL MHUIRE, COOLCOTTS",PRIMARY,ORDINARY,DR MAGS JORDAN,CATHOLIC,MIXED,ENGLISH,YES,NA,573,286,287,NA,NO,NA,
SCOIL MHUIRE FATIMA BOYS SENIOR,2021-07-07,2024-01-22,"NORTH MONASTERY ROAD CORK , CORK , CORK , T23VY17",,"https://maps.google.com/?q=51.907658,-8.481231",20140E,SCOIL MHUIRE FATIMA BOYS SENIOR,PRIMARY,ORDINARY,CHARLES O'BRIEN,CATHOLIC,MIXED,ENGLISH,YES,NA,161,138,23,NA,NO,NA,
SCOIL MHUIRE GAN SMAL,2021-07-07,2024-01-22,"BALLYGAR CO. GALWAY VIA ROSCOMMON , GALWAY , GALWAY , F42AD83",http://ballygarns.ie,"https://maps.google.com/?q=53.52172,-8.3270445",07455G,BALLYGAR NS,PRIMARY,ORDINARY,HELENE HANLEY,CATHOLIC,MIXED,ENGLISH,YES,NA,75,34,41,NA,NO,NA,
SCOIL MHUIRE GAN SMAL,2021-07-07,2024-01-22,"FEEVAGH DYSART CO. ROSCOMMON , ROSCOMMON , ROSCOMMON , H53NX71",http://feevaghns.ie,"https://maps.google.com/?q=53.432663,-8.223764",18005J,FEEVAGH NATIONAL SCHOOL,PRIMARY,ORDINARY,MARTINA MURRAY,CATHOLIC,MIXED,ENGLISH,NO,NA,18,11,7,NA,NO,NA,
SCOIL MHUIRE GAN SMAL,2021-07-07,2024-01-22,"BALLINAGERAGH LIXNAW CO. KERRY , KERRY , KERRY , V92YK84",,"https://maps.google.com/?q=52.400078,-9.616859",18084I,CLOCH NA TOIRBHIRTE,PRIMARY,ORDINARY,ANN HILLIARD,CATHOLIC,MIXED,ENGLISH,YES,NA,15,2,13,NA,NO,NA,
SCOIL MHUIRE GAN SMAL,2021-07-07,2024-01-22,"BALLYMOTE CO. SLIGO , SLIGO , SLIGO , F56CP59",,"https://maps.google.com/?q=54.091507,-8.513531",19964U,SCOIL MHUIRE GAN SMAL BALLYMOTE,PRIMARY,ORDINARY,DAVID O'FARRELL,CATHOLIC,MIXED,ENGLISH,YES,NA,227,114,113,NA,NO,NA,
SCOIL MHUIRE GAN SMAL,2021-07-07,2024-01-22,"BLARNEY CO CORK , CORK , CORK , T23WP23",http://smgsblarney.ie,"https://maps.google.com/?q=51.932175,-8.560102",62090D,SCOIL MHUIRE GAN SMÁL,POST PRIMARY,SECONDARY,MR. PADRAIG SHEEHAN,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,934,480,454,YES,NO,NA,
SCOIL MHUIRE GAN SMÁL,2021-07-07,2024-03-07,"CLAREMOUNT CLAREMORRIS CO. MAYO , MAYO , MAYO , F12XY16",http://www.claremorrisns.ie,"https://maps.google.com/?q=53.72969,-9.002916",18070U,CONVENT PRIMARY SCHOOL,PRIMARY,ORDINARY,GRACE BURKE,CATHOLIC,MIXED,ENGLISH,NO,NA,237,54,183,NA,NO,NA,
SCOIL MHUIRE GAN SMÁL,2021-07-07,2024-01-22,"NEW INN CO. TIPPERARY , TIPPERARY , TIPPERARY , E25VH05",http://www.newinngirlsschool.ie,"https://maps.google.com/?q=52.442665,-7.881613",13404V,"SCOIL MHUIRE GAN SMAL, NEW INN",PRIMARY,ORDINARY,TOMAS MCLOUGHLIN,CATHOLIC,MIXED,ENGLISH,NO,NA,112,31,81,NA,NO,NA,
SCOIL MHUIRE GAN SMÁL,2021-07-07,2024-01-22,"KILKERLEY DUNDALK CO. LOUTH , LOUTH , LOUTH , A91A596",http://www.kilkerleyns.com,"https://maps.google.com/?q=54.007458,-6.469615",16749B,"SCOIL MHUIRE GAN SMÁL, KILKERLEY",PRIMARY,ORDINARY,DONNA KIRBY,CATHOLIC,MIXED,ENGLISH,NO,NA,211,99,112,NA,NO,NA,
SCOIL MHUIRE GAN SMAL B,2021-07-07,2024-01-22,"SCHOOL AVENUE GLASHEEN ROAD CORK , CORK , CORK , T12V084",http://www.glasheenboys.com,"https://maps.google.com/?q=51.8869,-8.498727",17993R,GLASHEEN BOYS NATIONAL SCHOOL,PRIMARY,ORDINARY,TIM O'NEILL,CATHOLIC,BOYS,ENGLISH,YES,NA,436,436,0,NA,NO,NA,
"SCOIL MHUIRE GAN SMÁL, CLONDULANE",2021-07-07,2024-01-22,"CLONDULANE FERMOY CO CORK , CORK , CORK , P61PW10",,"https://maps.google.com/?q=52.143906,-8.223012",17955J,SCOIL MHUIRE GAN SMÁL,PRIMARY,ORDINARY,JAMES O'SULLIVAN,CATHOLIC,MIXED,ENGLISH,NO,NA,82,43,39,NA,NO,NA,
SCOIL MHUIRE & ÍDE,2021-07-07,2024-01-22,"BOHERBUI NEWCASTLE WEST CO LIMERICK , LIMERICK , LIMERICK , V42RT27",http://smincw.ie,"https://maps.google.com/?q=52.446156,-9.060613",64170L,SCOIL MHUIRE & ÍDE,POST PRIMARY,SECONDARY,MS. MICHELLE THOMPSON,CATHOLIC,MIXED,NO SUBJECTS TAUGHT THROUGH IRISH,NO,YES,760,389,371,YES,NO,NA,
SCOIL MHUIRE LOURDES,2021-07-07,2021-09-07,"BALLEA ROAD CARRIGALINE CO. CORK , CORK , CORK , P43F620",,"https://maps.google.com/?q=51.819534,-8.397679",13512B,CARRIGALINE BNS,PRIMARY,NON CAPITATION SCHOOL GRANT,AIDAN CROWLEY,CATHOLIC,BOYS,ENGLISH,NO,NA,389,389,0,NA,NO,NA,Reports
SCOIL MHUIRE MUIGHEO,2021-07-07,2024-01-22,"MAYO, CRETTYARD, CARLOW R93H799 CRETTYARD CO. LAOIS , LAOIS , LAOIS , R93H799",http://www.mayons.ie,"https://maps.google.com/?q=52.846355,-7.087551",17271C,MAYO NATIONAL SCHOOL,PRIMARY,ORDINARY,CLARE MCCARTHY,CATHOLIC,MIXED,ENGLISH,NO,NA,29,14,15,NA,NO,NA,
